manchete,subtitulo,texto,data_publicacao,autor,classificacao_etaria,categoria
Molestias laborum dignissimos culpa sunt incidunt occaecati.,Aut id cumque recusandae nobis repellendus odio perspiciatis aut nemo eum aspernatur quibusdam natus.,Fugit sapiente magnam iure placeat nobis. Itaque deleniti ex cupiditate. Perspiciatis cupiditate ipsum molestias. Aspernatur natus animi dolorem sed eum excepturi. At iure asperiores asperiores labore voluptatibus alias architecto. Aspernatur eos consectetur corrupti.,2024-08-17,Dr. Daniel Souza,12,Entretenimento
Ea aperiam quo amet.,Amet illo mollitia qui doloremque cupiditate harum voluptates in.,Consequatur nobis facere. Debitis minus quis maxime minus nisi. Doloribus minus est ut. Suscipit nisi nisi facilis incidunt hic reiciendis. Aperiam expedita consectetur iure cum recusandae blanditiis. Harum molestias maiores placeat molestias dolorem.,2023-12-22,Srta. Emilly Alves,18,Esportes
Maiores ratione consequatur eaque quod beatae.,Minus unde neque soluta blanditiis ab.,Esse cum saepe omnis perspiciatis nisi labore. Doloribus fugit praesentium. Deserunt dolor voluptatem ipsa officia adipisci omnis. Minus veritatis voluptate et pariatur.,2024-12-11,Mirella Cavalcante,14,Economia
Rerum necessitatibus quas odio consectetur suscipit.,Ex nesciunt tempore enim voluptas modi qui.,Alias sed velit distinctio cupiditate molestias atque consectetur. Quis expedita veritatis ducimus repellendus optio. Dolore dicta eveniet reprehenderit laborum est. Nemo rem commodi veritatis quibusdam occaecati eveniet aliquam. Quidem architecto repellendus voluptate quas harum magni. Asperiores doloribus perferendis nisi nihil.,2024-05-06,Davi Miguel Martins,16,Tecnologia
Ad eaque quas deserunt.,Iusto dolorem magnam molestiae doloremque eum.,Veniam quidem aut cupiditate nisi dolor. Eligendi unde blanditiis tempore ratione quisquam odit. Mollitia nemo deleniti hic illum corporis vitae ex. Aliquid necessitatibus labore repellat.,2024-03-05,Ian Silva,0,Entretenimento
Corporis dicta expedita pariatur.,Facilis perspiciatis perferendis vitae accusantium ex voluptates ducimus eaque voluptatibus doloribus voluptatem.,Molestiae aspernatur in. Labore doloribus aliquam ea inventore ea. Reiciendis impedit excepturi odit.,2024-09-22,Sra. Maria Júlia Farias,16,Tecnologia
Quia repudiandae provident praesentium mollitia hic est.,Quidem explicabo nulla repellat ipsa dignissimos commodi.,Ipsa quo officia necessitatibus veritatis minima tempora quam. Reprehenderit architecto vero itaque totam. Fugiat nisi debitis quos nisi quam illo. Doloribus ex id possimus. Aut animi dicta cumque nobis ducimus qui.,2024-01-23,Thiago Barbosa,16,Entretenimento
Ex quia voluptates repudiandae qui iste.,Nemo earum earum neque fugiat itaque sit quasi quod veritatis magni tempore.,Corrupti laborum similique expedita aliquam. Magnam dolores quae. Omnis explicabo eaque itaque nulla fugiat tempore.,2024-09-13,Alexandre Santos,12,Política
Ipsam blanditiis repellendus asperiores eligendi.,Expedita ullam neque sequi architecto odio quia.,Nesciunt sapiente ipsum. Quisquam itaque nobis hic temporibus eos ipsam. Sapiente aperiam eius earum non odit sed.,2024-09-18,Bryan Rodrigues,10,Economia
Fugiat eligendi sed expedita quod itaque.,Facere molestiae vero quibusdam ut omnis sit iusto nisi praesentium.,Quae mollitia eius ratione voluptatem ratione. Exercitationem aut voluptatum quae. Explicabo sed alias blanditiis beatae.,2024-05-14,Nicolas das Neves,16,Ciência
Laborum harum vel iure dolorem maxime asperiores.,Minima nesciunt necessitatibus ab deserunt aspernatur corporis dolor quae iusto quibusdam magni.,Veritatis repudiandae voluptatem doloremque adipisci rerum quaerat. Officia nulla consectetur vel odio. Mollitia doloremque illum eaque in eaque occaecati debitis. Quaerat illum impedit quas quibusdam temporibus cupiditate. Ipsam sit aut quod excepturi sint tempora.,2024-10-15,Dra. Maysa Macedo,16,Entretenimento
Laboriosam unde similique in doloribus omnis labore non.,Quod sequi necessitatibus quidem accusantium dignissimos maiores accusantium reprehenderit.,Cumque aperiam quisquam earum voluptatibus mollitia. Labore occaecati iusto quia id. Vel asperiores accusamus neque repellat eum sapiente. Aut fugiat sit eveniet culpa ex. Quod officia aliquam odio voluptas consequuntur nesciunt.,2024-04-23,Nicole Albuquerque,16,Esportes
Repellendus quas libero perspiciatis.,Deleniti eligendi minima error eaque odit perspiciatis ea provident.,Corporis sint pariatur tenetur reiciendis asperiores eum. Impedit nihil debitis et sint consequuntur voluptates. Optio suscipit quaerat minus repellendus explicabo. Voluptates debitis sunt.,2024-04-13,Giovanna Melo,18,Esportes
Nulla sunt nulla deserunt.,Reprehenderit tenetur velit iure sit enim.,Veniam deserunt accusantium ratione eum expedita odio. Temporibus saepe cum saepe maiores. Exercitationem aut veritatis mollitia enim consectetur. Minima voluptatem est facere unde eveniet. Beatae placeat nulla magni adipisci numquam. Aliquam laudantium earum minima deserunt.,2024-02-13,Apollo Peixoto,18,Política
Eum maiores tempora tempore maiores.,Omnis possimus blanditiis perferendis doloribus cumque suscipit suscipit dignissimos exercitationem.,Nisi eius iusto ipsam. Sunt reprehenderit qui fuga perferendis vitae consectetur. Totam vero ipsa repellat harum quia. Nihil esse est totam autem.,2024-05-19,Sofia Cardoso,18,Entretenimento
Saepe voluptatibus incidunt ullam perferendis reprehenderit.,Velit architecto voluptatum ea suscipit culpa impedit necessitatibus delectus.,Quas consectetur saepe quasi. Aliquid nostrum dolores quos eum sed adipisci. Architecto perferendis ab maxime. Accusamus voluptas odio dignissimos eius optio.,2024-08-29,Nina Souza,10,Ciência
Magnam error corrupti at.,Autem quisquam minima pariatur beatae tempore neque assumenda vel itaque tempora occaecati atque.,Quod hic pariatur quidem cum possimus. Repellat ex corporis placeat voluptas nihil harum commodi. Molestiae a at vitae quis tempora. Magnam reiciendis aperiam ducimus.,2024-10-08,Maria Isis Nogueira,12,Entretenimento
Aspernatur eveniet commodi eligendi ullam.,Maxime perferendis esse nostrum omnis quia tempore magnam.,Similique sequi libero nam ea. Alias amet itaque error cum cum doloremque facilis. Doloremque necessitatibus tenetur cupiditate dicta fugit ducimus. Sit porro dignissimos totam ducimus voluptas perferendis accusantium. Molestias eligendi occaecati magnam voluptates.,2024-02-26,Ana Luiza Vieira,18,Tecnologia
Molestias dolorum iure quae necessitatibus culpa ab.,Labore nisi dolorem neque architecto vero quas pariatur laudantium tenetur expedita sint dolorem.,Excepturi ea non accusamus assumenda. Repellat nesciunt nostrum asperiores quam quo architecto. Quod culpa accusamus velit necessitatibus occaecati cum.,2024-02-28,Maria Albuquerque,10,Tecnologia
Laborum nemo quisquam voluptatibus.,Facere vero nemo expedita deserunt excepturi qui quas autem.,Mollitia quis earum dignissimos modi nisi. Temporibus possimus dicta ipsum accusantium dignissimos porro. Magnam iusto maxime nihil quaerat. Occaecati recusandae eos deserunt doloribus vero dolorem quis. Vitae velit quasi. Expedita exercitationem odio dolorum ipsa veritatis nemo.,2024-07-30,Luan Aragão,12,Tecnologia
Doloribus adipisci perspiciatis earum.,Odit deleniti distinctio molestias deleniti veniam deserunt.,Blanditiis doloribus praesentium incidunt sequi a. Neque quibusdam quam pariatur hic ipsam dolor suscipit. Officia in eligendi assumenda temporibus vitae. Mollitia praesentium esse tenetur excepturi in totam.,2024-08-17,Lucas da Cruz,12,Entretenimento
Modi earum nisi quibusdam blanditiis soluta laboriosam.,Unde minus repellat quos dignissimos cumque explicabo asperiores cupiditate amet molestias molestias est.,Impedit ut ad dolore excepturi. Autem iusto temporibus voluptatibus. Nobis odio aliquid magni quos quidem expedita. Deserunt omnis corporis sunt.,2024-01-26,Breno Moura,10,Esportes
Aliquid autem iusto enim perferendis.,Quia quia non sit natus fuga quam fuga vitae.,Quos ducimus veniam libero nisi ex. At sint quibusdam veritatis dolorem sequi quae. Quidem eum voluptate sequi quasi ut rem. Quisquam maiores perferendis et a natus veniam.,2024-09-30,Yan Costa,18,Esportes
Odit rerum voluptatum ab eveniet modi.,Inventore ea labore commodi hic aspernatur.,Fuga ad eveniet consequuntur esse ratione eaque. Voluptatum enim natus quae quidem. Nesciunt laboriosam ipsa odit. Recusandae aliquam iure autem vero error. Assumenda quo natus commodi numquam.,2024-09-23,Amanda Peixoto,14,Esportes
Accusantium corporis ducimus officia eius expedita.,Atque quasi praesentium sint earum numquam.,Culpa delectus sint occaecati earum velit. Exercitationem at quidem aliquam. Sint et provident.,2024-11-14,Maria Luísa Ferreira,10,Tecnologia
Voluptatum cum placeat optio cum a.,Nesciunt eius alias quis occaecati laboriosam dolorum.,Fugit neque culpa error corporis quasi. Incidunt reprehenderit aut suscipit repellat. Occaecati rem sunt id. Ratione totam beatae nulla ipsam. Soluta tenetur nam culpa incidunt dicta temporibus deserunt. Qui soluta ratione temporibus unde.,2024-06-29,Murilo Cavalcanti,12,Economia
Placeat quam recusandae voluptatibus quis.,Commodi iusto explicabo quibusdam nostrum similique dignissimos veritatis error.,Porro distinctio unde dolor similique veniam perspiciatis. At ex sint sunt quaerat quo. Cumque hic modi pariatur consequatur.,2024-09-10,Dr. Henrique Fernandes,0,Economia
Ipsa rem delectus.,Eaque sequi fugit omnis officia itaque aut sit excepturi illum quia ea iste.,Fugit odit temporibus quae necessitatibus. Animi tempore ducimus pariatur tempora laborum tempore alias. Fuga corporis magnam maiores quis ipsam voluptatibus. Sequi ipsum facilis asperiores perspiciatis officia quam.,2024-02-13,Gustavo Henrique Cavalcante,16,Economia
Vitae molestias repudiandae maxime ducimus error asperiores.,Delectus recusandae tenetur quo et repudiandae.,Asperiores molestiae deserunt aspernatur magnam commodi. Eveniet quos unde consequatur. Optio natus suscipit maiores. Consequuntur tenetur atque doloremque quidem sint sequi fugiat. Nesciunt delectus exercitationem dicta fuga ut. Voluptatem ad non.,2024-01-25,Breno Pinto,0,Tecnologia
Saepe nam eveniet expedita.,Impedit non voluptate fugiat ipsam excepturi nobis vero.,Tempore officia atque soluta odit laboriosam accusantium. Quo eligendi voluptatibus amet libero nisi deserunt. Aperiam aperiam saepe illum voluptates fugit odio. Tempore error laborum ut sequi fugit mollitia.,2024-08-22,Maria Isis Santos,18,Esportes
Excepturi magnam laborum reprehenderit non rerum delectus dolorem.,Dolorum autem ullam natus quibusdam voluptatum.,Odit molestiae neque porro esse. Vitae impedit quae culpa error porro aliquam. Dolorum deserunt ducimus quae. Iste veritatis earum unde perspiciatis. Ipsum autem laborum doloremque laboriosam tempore.,2024-08-18,Sra. Jade Novais,0,Tecnologia
Fugiat inventore atque asperiores laborum quas nemo.,At est dignissimos delectus consequatur fugit magni illum illo.,Rem illo unde sapiente expedita cum maxime dolor. Accusamus animi molestiae quos id pariatur distinctio. Earum enim animi voluptatum ipsum optio hic. Aut quod quisquam exercitationem.,2024-01-21,João Lucas Camargo,0,Entretenimento
Sapiente aliquid quis facilis dolorum.,Dignissimos doloribus odio laboriosam fuga magni quo aperiam at blanditiis amet unde.,Repellendus rerum natus delectus. Magni unde laudantium quidem ex. Autem praesentium facere tempora occaecati expedita voluptatem at.,2024-07-03,Pedro Lucas Pastor,10,Economia
Eveniet quaerat dolorem tenetur quas.,Itaque fugiat vitae placeat qui magni blanditiis necessitatibus perspiciatis praesentium.,Ab velit impedit quo minima. Delectus facilis inventore laborum sint sit modi. Repudiandae inventore cum. In sed iusto blanditiis adipisci libero. Reprehenderit a minima dolores inventore.,2024-06-19,Luigi Pimenta,12,Política
Accusantium animi sunt possimus ratione.,Iusto recusandae et rerum quaerat inventore sint consequatur dolore dignissimos.,Quo nostrum et qui deleniti. Occaecati sint inventore sequi maxime optio. Alias sequi ut voluptatem totam id voluptatibus. Quod non temporibus blanditiis veritatis.,2024-03-11,Vinícius Andrade,14,Política
Natus maiores delectus nostrum ad blanditiis illum.,Neque laudantium ea consectetur rerum nesciunt sequi voluptate neque.,Eius quam debitis. Sapiente beatae totam nam numquam. Odio laborum ipsa assumenda maxime commodi. Accusantium amet exercitationem voluptate quis perferendis.,2024-07-10,Rebeca Machado,0,Esportes
Enim sed nihil facere dignissimos.,Cumque ea maiores ipsam libero omnis veniam.,Explicabo sint error debitis molestiae quam eligendi. Pariatur optio occaecati corrupti rerum sed cum. Fuga similique perferendis dicta sint veniam iusto. Blanditiis occaecati repudiandae ut hic. Earum soluta illo vitae aspernatur nesciunt beatae.,2024-04-01,Igor Camargo,0,Economia
Dignissimos voluptatem perferendis deleniti voluptates tempore explicabo minima.,Ipsa temporibus quo asperiores quam eveniet dolor dignissimos dolores.,Sapiente expedita facilis et reiciendis. Tempora labore deserunt voluptatem. Illum aspernatur non possimus omnis esse quam. Cum voluptate possimus sed voluptatem reiciendis at. Perferendis aperiam quos quidem error. Laboriosam consequatur incidunt nisi aspernatur repudiandae.,2024-02-01,Francisco Costa,14,Política
Commodi harum aperiam placeat tenetur ratione.,Aliquam quam sequi blanditiis dolorum nesciunt.,Vel excepturi deleniti tenetur dolore delectus aliquid earum. Suscipit culpa facere veritatis quos rerum. Doloremque nobis molestias nulla quia. Unde explicabo recusandae fugiat ab iste. Expedita nam facere iusto molestias ad atque. Fugiat doloremque nam nostrum provident.,2024-01-14,Sr. Théo Mendonça,14,Entretenimento
Officia ipsam animi exercitationem eveniet.,Modi pariatur recusandae ad optio similique.,Aperiam autem sint perspiciatis optio. Illum voluptate natus possimus. Veniam dolorem dignissimos enim aut est.,2024-02-29,Thomas Leão,0,Ciência
Harum deleniti dolor rem debitis ut expedita.,Excepturi quas nihil eveniet maxime nostrum exercitationem deserunt ad recusandae.,Laborum molestias iure nihil explicabo. Cum explicabo culpa. Dolorem tempora accusantium iure. Recusandae repudiandae nam.,2024-02-02,Gabriela Dias,10,Política
Architecto nihil quasi fugit eum quo.,Ipsum explicabo quia deserunt ea repellat adipisci mollitia aut vero nemo dolore.,Eos repudiandae dolor magnam. Rerum eum consequuntur laboriosam. Laudantium culpa id fugit minus doloribus odio. Laboriosam dolorem eligendi eveniet. Minima reprehenderit quasi velit similique. Hic ullam amet quidem magni.,2024-05-05,Sophia Farias,18,Entretenimento
Est vel sequi inventore.,Odio tempora dolorum nostrum porro earum amet aliquid.,Sit consequatur voluptas id. Delectus fuga sapiente distinctio esse culpa. Magni natus recusandae quod mollitia autem. Corporis dignissimos consequuntur.,2024-05-04,Hadassa Brito,16,Entretenimento
Blanditiis iste quisquam exercitationem accusantium molestias natus.,Illum delectus iusto soluta praesentium nihil earum velit quis ullam voluptates.,Facilis vel vitae iste. Error doloribus recusandae aperiam laboriosam iste consectetur. Hic vitae nostrum nostrum.,2024-04-07,Dra. Laís Vieira,0,Ciência
Cum laborum id doloribus esse.,Esse nesciunt aliquam suscipit ratione dolore vero.,Quibusdam nobis unde voluptatem accusamus blanditiis. Deserunt tenetur deleniti eius. Explicabo eos occaecati esse. Autem pariatur dicta ut temporibus asperiores tenetur.,2024-09-18,Manuella Barros,14,Ciência
